#        1          2            3       4       5         6         7         8          9        10
#       RA         Dec        E(V-I)  -sigma  +sigma    (V-I)_RC  (V-I)_0  E(V-I)peak E(V-I)_SFD   box
#      [hr]       [deg]       median  [-34%]  [+34%]     median    [mag]      mode      [mag]    [arcmin]
    5.893369   -71.143082     0.123    0.032   0.035      1.006    0.884     0.121      0.132      3.4
    5.582798   -68.731514     0.146    0.063   0.079      1.034    0.887     0.147      0.892      3.4
    5.461567   -71.614632     0.080    0.041   0.050      0.965    0.885     0.075      0.417      3.4
    5.557427   -70.834633     0.091    0.055   0.053      0.978    0.886     0.110      0.271      3.4
    0.588851   -73.179977     0.048    0.031   0.028      0.913    0.865     0.046      0.080      3.4
    5.759372   -70.280006     0.200    0.076   0.091      1.086    0.886     0.209      0.631      3.4
    5.842240   -71.146317     0.142    0.043   0.036      1.026    0.884     0.152      0.169      3.4
    1.042760   -72.923607     0.066    0.044   0.037      0.934    0.868     0.075      0.180      3.4
    0.788413   -72.550545     0.048    0.052   0.050      0.919    0.871     0.056      0.162      3.4
    5.626247   -71.198494     0.150    0.063   0.062      1.036    0.885     0.161      0.440      3.4
    5.861386   -71.079239     0.140    0.058   0.062      1.024    0.884     0.144      0.143      3.4
    4.870759   -68.652206     0.135    0.040   0.048      1.017    0.882     0.138      0.359      3.4
    1.148223   -73.101654     0.080    0.043   0.039      0.942    0.862     0.081      0.146      3.4
    4.835314   -67.929153     0.090    0.056   0.058      0.971    0.881     0.089      0.179      3.4
    5.245057   -70.494957     0.091    0.043   0.042      0.977    0.886     0.096      0.222      3.4
    5.531731   -71.716988     0.116    0.045   0.032      1.001    0.885     0.123      0.190      3.4
    5.000927   -67.221947     0.076    0.053   0.051      0.958    0.882     0.085      0.161      3.4
    5.117119   -68.114716     0.113    0.046   0.060      0.997    0.884     0.104      0.766      3.4
    5.102443   -70.940567     0.129    0.065   0.055      1.013    0.884     0.144      0.286      3.4
    5.110691   -70.033470     0.098    0.046   0.044      0.984    0.885     0.101      0.607      3.4
    5.520824   -70.542923     0.092    0.056   0.058      0.979    0.887     0.097      0.250      3.4
    0.767502   -72.871254     0.043    0.059   0.046      0.915    0.873     0.052      0.212      3.4
    5.532014   -69.269363     0.084    0.052   0.053      0.973    0.889     0.084      0.451      3.4
    0.839844   -72.572403     0.089    0.063   0.064      0.963    0.873     0.094      0.330      3.4
    5.836121   -71.202789     0.172    0.053   0.051      1.056    0.884     0.181      0.181      3.4
    5.539739   -67.200325     0.079    0.051   0.060      0.964    0.884     0.071      0.220      3.4
    5.604464   -70.824814     0.103    0.054   0.056      0.990    0.886     0.112      0.516      3.4
    0.801425   -73.152863     0.154    0.117   0.145      1.028    0.873     0.156      1.642      3.4
    5.109377   -69.687996     0.095    0.053   0.055      0.981    0.885     0.102      0.220      3.4
    0.728484   -73.243256     0.096    0.075   0.102      0.966    0.870     0.102      0.491      3.4
    5.649817   -69.759888     0.349    0.196   0.287      1.236    0.887     0.223      9.195      3.4
    5.701306   -68.003128     0.088    0.047   0.055      0.973    0.885     0.106      0.427      3.4
    5.769680   -68.957649     0.206    0.076   0.084      1.092    0.886     0.197      0.985      3.4
    5.083304   -70.542046     0.082    0.044   0.044      0.967    0.885     0.087      0.169      3.4
    0.873127   -72.709084     0.083    0.064   0.067      0.959    0.876     0.092      0.585      3.4
    5.388470   -71.417953     0.108    0.053   0.052      0.993    0.885     0.115      0.314      3.4
    5.315522   -70.665634     0.109    0.055   0.065      0.995    0.886     0.111      0.357      3.4
    5.529270   -69.847397     0.081    0.068   0.069      0.970    0.888     0.089      0.955      3.4
    4.872530   -70.193375     0.125    0.046   0.055      1.008    0.883     0.119      0.169      3.4
    4.924494   -68.685982     0.191    0.061   0.067      1.074    0.883     0.194      0.592      3.4
    5.582643   -68.192421     0.267    0.081   0.096      1.154    0.886     0.270      0.877      3.4
    4.901257   -70.691345     0.155    0.042   0.041      1.038    0.883     0.161      0.284      3.4
    4.938477   -70.613655     0.106    0.046   0.052      0.989    0.883     0.108      0.143      3.4
    4.938332   -67.689980     0.122    0.047   0.062      1.004    0.882     0.110      0.275      3.4
    5.261072   -68.677879     0.125    0.053   0.055      1.011    0.886     0.131      0.789      3.4
    4.894403   -69.714188     0.108    0.070   0.057      0.990    0.883     0.122      0.360      3.4
    5.732180   -70.131653     0.146    0.057   0.070      1.032    0.886     0.140      0.648      3.4
    5.396747   -68.831703     0.134    0.059   0.074      1.021    0.888     0.130      0.818      3.4
    0.963206   -73.144043     0.043    0.057   0.062      0.913    0.870     0.043      0.161      3.4
    5.393334   -68.973434     0.205    0.086   0.116      1.093    0.888     0.201      1.540      3.4
    1.110209   -72.769722     0.054    0.041   0.030      0.919    0.866     0.064      0.162      3.4
    5.442791   -71.070412     0.100    0.062   0.082      0.986    0.886     0.102      0.410      3.4
    5.593534   -71.535767     0.145    0.053   0.056      1.030    0.885     0.149      0.233      3.4
    1.000442   -72.738464     0.060    0.045   0.038      0.931    0.871     0.063      0.283      3.4
    5.437482   -72.210510     0.141    0.045   0.043      1.025    0.884     0.147      0.149      3.4
    5.753759   -69.085732     0.329    0.126   0.165      1.215    0.886     0.286      1.214      3.4
    5.088373   -68.380188     0.107    0.065   0.073      0.991    0.884     0.105      0.612      3.4
    4.860201   -69.045807     0.185    0.085   0.108      1.067    0.882     0.157      0.829      3.4
    5.394852   -67.064751     0.124    0.070   0.100      1.008    0.884     0.114      0.602      3.4
    5.210795   -67.567627     0.205    0.100   0.138      1.089    0.884     0.187      0.666      3.4
    0.848185   -71.972534     0.070    0.040   0.037      0.936    0.866     0.068      0.155      3.4
    0.829618   -72.784767     0.061    0.053   0.052      0.937    0.875     0.071      0.702      3.4
    5.197875   -69.333656     0.105    0.066   0.063      0.991    0.886     0.114      1.240      3.4
    5.237545   -69.677345     0.073    0.054   0.060      0.960    0.887     0.075      0.635      3.4
    5.014669   -69.506477     0.141    0.049   0.049      1.026    0.884     0.143      0.370      3.4
    4.922388   -67.324669     0.115    0.050   0.041      0.996    0.881     0.124      0.256      3.4
    5.181920   -67.234901     0.123    0.052   0.065      1.006    0.883     0.117      0.394      3.4
    5.505858   -68.819260     0.099    0.055   0.057      0.987    0.888     0.107      0.312      3.4
    0.781266   -73.900604     0.026    0.053   0.048      0.891    0.865     0.030      0.078      3.4
    5.373946   -71.817635     0.094    0.053   0.049      0.978    0.884     0.099      0.174      3.4
    5.630654   -67.920860     0.142    0.052   0.045      1.028    0.886     0.148      0.441      3.4
    4.816125   -68.678329     0.129    0.054   0.070      1.011    0.882     0.130      0.359      3.4
    5.377209   -69.579025     0.040    0.071   0.076      0.928    0.888     0.042      0.788      3.4
    5.507991   -69.446350     0.074    0.048   0.045      0.963    0.889     0.079      0.329      3.4
    4.881748   -70.081459     0.130    0.048   0.055      1.013    0.883     0.137      0.196      3.4
    0.646000   -73.190804     0.053    0.045   0.046      0.920    0.867     0.054      0.095      3.4
    5.723916   -69.918457     0.144    0.069   0.065      1.030    0.887     0.157      0.776      3.4
    1.037789   -73.011246     0.046    0.055   0.045      0.914    0.868     0.059      0.169      3.4
    5.367067   -69.543060     0.029    0.078   0.079      0.917    0.888     0.035      0.525      3.4
    5.257206   -68.946869     0.107    0.079   0.090      0.994    0.887     0.110      0.848      3.4
    5.045939   -66.758293     0.090    0.046   0.050      0.972    0.882     0.094      0.306      3.4
    4.910741   -68.655327     0.163    0.053   0.059      1.046    0.883     0.168      0.544      3.4
    5.120377   -67.820534     0.072    0.054   0.059      0.956    0.884     0.070      0.246      3.4
    5.515847   -69.789055     0.107    0.058   0.065      0.996    0.889     0.116      0.683      3.4
    5.144055   -67.374252     0.100    0.052   0.051      0.984    0.883     0.104      0.216      3.4
    5.229268   -70.342598     0.119    0.033   0.030      1.005    0.886     0.123      0.359      3.4
    1.061418   -72.469978     0.053    0.046   0.036      0.921    0.868     0.059      0.200      3.4
    0.925607   -72.006897     0.051    0.043   0.037      0.919    0.868     0.061      0.221      3.4
    5.173539   -69.525444     0.105    0.052   0.061      0.991    0.886     0.108      0.577      3.4
    1.086790   -73.209541     0.069    0.039   0.037      0.933    0.864     0.077      0.123      3.4
    5.366601   -70.591934     0.107    0.043   0.045      0.994    0.887     0.103      0.251      3.4
    5.735651   -70.258018     0.242    0.129   0.158      1.128    0.886     0.238      0.779      3.4
    0.893590   -72.425446     0.041    0.061   0.061      0.913    0.873     0.046      0.353      3.4
    5.105406   -70.109688     0.142    0.068   0.094      1.027    0.885     0.130      0.715      3.4
    0.535753   -73.769493     0.056    0.034   0.032      0.918    0.861     0.061      0.059      3.4
    5.005714   -67.992561     0.114    0.078   0.096      0.997    0.883     0.102      0.405      3.4
    5.245202   -67.949875     0.116    0.043   0.052      1.001    0.885     0.126      0.350      3.4
    5.350365   -70.505890     0.112    0.042   0.043      0.999    0.887     0.111      0.212      3.4
    5.154912   -68.872528     0.119    0.091   0.100      1.004    0.885     0.115      3.434      3.4
    5.422600   -71.754318     0.093    0.055   0.068      0.978    0.885     0.092      0.242      3.4
    5.163892   -67.477753     0.087    0.053   0.056      0.970    0.884     0.092      0.217      3.4
    5.043480   -69.217888     0.102    0.057   0.059      0.986    0.884     0.104      0.308      3.4
    0.948397   -72.725716     0.087    0.067   0.055      0.961    0.874     0.099      0.485      3.4
    5.545309   -71.980431     0.098    0.043   0.047      0.982    0.884     0.105      0.145      3.4
    5.223982   -67.336678     0.110    0.059   0.066      0.994    0.884     0.101      0.730      3.4
    5.226368   -71.186211     0.104    0.056   0.063      0.988    0.885     0.111      0.270      3.4
    5.515013   -69.891914     0.078    0.065   0.060      0.966    0.888     0.088      0.638      3.4
    5.044494   -70.190826     0.088    0.057   0.053      0.973    0.884     0.100      0.189      3.4
    5.755130   -69.046051     0.255    0.062   0.086      1.141    0.886     0.251      1.285      3.4
    0.905025   -71.943604     0.070    0.049   0.046      0.936    0.867     0.077      0.152      3.4
    5.241299   -67.092361     0.146    0.065   0.074      1.029    0.884     0.140      0.507      3.4
    5.153988   -69.512070     0.105    0.058   0.062      0.991    0.886     0.111      0.617      3.4
    5.632809   -69.204590     0.499    0.235   0.212      1.386    0.888     0.532     14.734      3.4
    1.149431   -73.204330     0.102    0.047   0.039      0.963    0.861     0.109      0.205      3.4
    5.903938   -70.641983     0.129    0.055   0.046      1.013    0.884     0.136      0.130      3.4
    5.537102   -70.728256     0.057    0.046   0.047      0.943    0.887     0.060      0.199      3.4
    5.245936   -68.269760     0.124    0.054   0.063      1.010    0.886     0.128      0.563      3.4
    5.171631   -68.732353     0.099    0.061   0.075      0.984    0.886     0.099      1.369      3.4
    0.815933   -72.427719     0.044    0.062   0.049      0.914    0.871     0.057      0.233      3.4
    5.568234   -71.239914     0.107    0.051   0.046      0.993    0.886     0.114      0.267      3.4
    5.026875   -69.509087     0.123    0.052   0.049      1.008    0.884     0.129      0.311      3.4
    5.074925   -68.288589     0.071    0.055   0.059      0.955    0.884     0.072      0.352      3.4
    5.432290   -67.962852     0.135    0.066   0.080      1.021    0.886     0.140      0.521      3.4
    5.338257   -69.625938     0.083    0.081   0.085      0.971    0.888     0.091      1.966      3.4
    5.003046   -68.312325     0.112    0.056   0.055      0.995    0.883     0.113      0.419      3.4
    5.389963   -72.005699     0.100    0.035   0.026      0.984    0.884     0.104      0.155      3.4
    5.560365   -68.807121     0.194    0.078   0.104      1.081    0.888     0.188      1.343      3.4
    5.539419   -67.636894     0.179    0.139   0.205      1.064    0.885     0.096      2.445      3.4
    5.478181   -67.048485     0.082    0.046   0.032      0.966    0.884     0.093      0.232      3.4
    4.964566   -69.621880     0.133    0.049   0.042      1.017    0.884     0.146      0.276      3.4
    5.544252   -66.748650     0.082    0.056   0.056      0.966    0.884     0.092      0.167      3.4
    5.019812   -68.239494     0.106    0.068   0.094      0.989    0.883     0.088      0.502      3.4
    5.635311   -68.277931     0.095    0.048   0.054      0.981    0.886     0.103      0.333      3.4
    5.452084   -68.891228     0.119    0.049   0.057      1.007    0.888     0.123      1.184      3.4
    5.239645   -71.185417     0.094    0.056   0.051      0.979    0.885     0.098      0.213      3.4
    5.566579   -71.548317     0.091    0.052   0.050      0.976    0.885     0.097      0.178      3.4
    5.467966   -71.330978     0.146    0.094   0.137      1.031    0.886     0.100      0.540      3.4
    5.554452   -70.271950     0.109    0.066   0.075      0.996    0.888     0.106      0.681      3.4
    5.374986   -68.504608     0.130    0.064   0.087      1.017    0.887     0.132      0.943      3.4
    0.750541   -73.737518     0.051    0.047   0.041      0.917    0.866     0.060      0.135      3.4
    4.984122   -67.858528     0.106    0.049   0.064      0.989    0.883     0.104      0.297      3.4
    5.132021   -68.551247     0.115    0.053   0.063      1.000    0.885     0.109      0.981      3.4
    4.789868   -69.745262     0.164    0.048   0.050      1.045    0.882     0.166      0.221      3.4
    0.530326   -73.529556     0.040    0.030   0.026      0.902    0.862     0.044      0.058      3.4
    5.627755   -71.261879     0.150    0.048   0.061      1.035    0.885     0.151      0.430      3.4
    5.417255   -67.352699     0.081    0.053   0.065      0.966    0.885     0.075      0.602      3.4
    5.660336   -68.802383     0.292    0.080   0.113      1.179    0.887     0.293      2.516      3.4
    5.354296   -70.658508     0.123    0.052   0.050      1.010    0.887     0.124      0.306      3.4
    5.499454   -70.974060     0.104    0.047   0.062      0.990    0.886     0.103      1.052      3.4
    5.382661   -71.138054     0.102    0.048   0.042      0.988    0.886     0.111      0.194      3.4
    0.813015   -72.838264     0.108    0.120   0.111      0.983    0.875     0.119      0.682      3.4
    5.165016   -68.335487     0.106    0.064   0.067      0.992    0.885     0.110      0.656      3.4
    4.880186   -70.363106     0.111    0.060   0.053      0.993    0.883     0.118      0.149      3.4
    5.740498   -68.477058     0.164    0.079   0.088      1.050    0.886     0.151      0.734      3.4
    5.133719   -67.911339     0.089    0.054   0.044      0.973    0.884     0.104      0.299      3.4
    5.326855   -69.397850     0.063    0.080   0.084      0.950    0.888     0.070      1.481      3.4
    5.136571   -69.651833     0.102    0.044   0.047      0.987    0.886     0.106      0.247      3.4
    5.097397   -70.888916     0.112    0.054   0.051      0.996    0.884     0.115      0.364      3.4
    0.589783   -73.401962     0.051    0.042   0.033      0.915    0.865     0.057      0.072      3.4
    0.601296   -73.113121     0.037    0.042   0.035      0.903    0.865     0.050      0.082      3.4
    5.392801   -66.809013     0.130    0.048   0.066      1.014    0.884     0.128      0.426      3.4
    5.562278   -70.281136     0.122    0.066   0.074      1.010    0.887     0.122      0.720      3.4
    5.433361   -72.122169     0.148    0.046   0.047      1.032    0.884     0.148      0.155      3.4
    4.993572   -67.053139     0.088    0.045   0.062      0.969    0.882     0.081      0.240      3.4
    4.898399   -68.342545     0.175    0.071   0.100      1.058    0.882     0.152      0.522      3.4
    4.918520   -70.158737     0.094    0.033   0.043      0.977    0.883     0.093      0.154      3.4
    0.648948   -72.804085     0.052    0.030   0.030      0.918    0.866     0.054      0.077      3.4
    0.758785   -72.490395     0.041    0.039   0.036      0.910    0.869     0.046      0.118      3.4
    5.855835   -69.933418     0.104    0.052   0.056      0.989    0.885     0.110      0.293      3.4
    5.041115   -70.702034     0.107    0.050   0.052      0.991    0.884     0.107      0.260      3.4
    5.836273   -70.427750     0.105    0.038   0.035      0.990    0.885     0.109      0.246      3.4
    0.583350   -73.526329     0.047    0.037   0.047      0.911    0.864     0.034      0.062      3.4
    5.580061   -71.542152     0.110    0.044   0.055      0.995    0.885     0.113      0.196      3.4
    1.051350   -72.273712     0.032    0.044   0.049      0.901    0.868     0.032      0.237      3.4
    5.495821   -69.284737     0.085    0.059   0.056      0.974    0.889     0.089      0.305      3.4
    5.396623   -70.738167     0.100    0.051   0.046      0.987    0.887     0.109      0.255      3.4
    4.983048   -67.486275     0.095    0.059   0.074      0.977    0.882     0.088      0.235      3.4
    5.679636   -72.093872     0.143    0.051   0.040      1.027    0.884     0.149      0.169      3.4
    5.233390   -68.948669     0.136    0.072   0.077      1.022    0.886     0.140      0.775      3.4
    4.942927   -70.012733     0.123    0.056   0.048      1.006    0.883     0.126      0.182      3.4
    5.540161   -70.752563     0.055    0.042   0.043      0.942    0.887     0.056      0.211      3.4
    4.943607   -66.806015     0.082    0.043   0.035      0.963    0.881     0.088      0.172      3.4
    5.600929   -70.903587     0.093    0.062   0.052      0.979    0.886     0.108      0.408      3.4
    1.108505   -73.165894     0.095    0.057   0.041      0.959    0.863     0.115      0.133      3.4
    5.020472   -67.265442     0.062    0.061   0.048      0.944    0.882     0.072      0.194      3.4
    5.152217   -70.982277     0.117    0.051   0.059      1.002    0.885     0.123      0.287      3.4
    5.622342   -70.802666     0.110    0.058   0.057      0.996    0.886     0.117      0.469      3.4
    5.059528   -66.658463     0.077    0.065   0.071      0.958    0.882     0.080      0.301      3.4
    4.891229   -70.123505     0.110    0.042   0.054      0.993    0.883     0.114      0.165      3.4
    5.834924   -69.834671     0.113    0.058   0.058      0.998    0.885     0.118      0.393      3.4
    5.548947   -68.979424     0.266    0.109   0.150      1.154    0.888     0.270      1.338      3.4
    5.596738   -72.034416     0.115    0.059   0.061      0.999    0.884     0.118      0.183      3.4
    5.636598   -69.497841     0.314    0.172   0.258      1.202    0.888     0.260      4.731      3.4
    0.886913   -73.926346     0.034    0.040   0.033      0.897    0.863     0.043      0.082      3.4
    5.206129   -70.177361     0.096    0.055   0.052      0.982    0.886     0.105      0.310      3.4
    0.816009   -72.672684     0.040    0.050   0.043      0.913    0.874     0.046      0.247      3.4
    5.251290   -67.642174     0.101    0.039   0.036      0.986    0.885     0.103      0.354      3.4
    5.705802   -71.358421     0.150    0.049   0.055      1.034    0.885     0.154      0.905      3.4
    5.570096   -71.200600     0.102    0.060   0.048      0.988    0.886     0.113      0.263      3.4
    5.863655   -69.939651     0.098    0.054   0.041      0.983    0.885     0.111      0.250      3.4
    5.302991   -69.043655     0.101    0.067   0.084      0.988    0.887     0.093      1.411      3.4
    5.198421   -70.036903     0.109    0.055   0.056      0.995    0.886     0.112      0.255      3.4
    5.142432   -68.078392     0.101    0.082   0.067      0.985    0.884     0.109      0.404      3.4
    4.869600   -68.407669     0.132    0.061   0.043      1.014    0.882     0.145      0.371      3.4
    5.396693   -70.277679     0.100    0.052   0.046      0.988    0.887     0.109      0.229      3.4
    4.996389   -69.361305     0.170    0.061   0.067      1.054    0.884     0.178      0.509      3.4
    5.061907   -66.620453     0.082    0.072   0.073      0.964    0.882     0.079      0.274      3.4
    4.935814   -68.317879     0.168    0.058   0.063      1.051    0.883     0.174      0.681      3.4
    5.203960   -66.658463     0.094    0.066   0.077      0.976    0.883     0.092      0.223      3.4
    5.129061   -69.702477     0.102    0.047   0.044      0.988    0.885     0.107      0.219      3.4
    5.120076   -69.407555     0.102    0.064   0.058      0.987    0.885     0.113      0.463      3.4
    5.318674   -69.258583     0.068    0.059   0.068      0.955    0.887     0.073      2.796      3.4
    5.281491   -70.593689     0.081    0.048   0.043      0.967    0.886     0.090      0.219      3.4
    5.678090   -68.636658     0.187    0.071   0.075      1.073    0.886     0.201      0.867      3.4
    5.658713   -70.037285     0.263    0.125   0.184      1.151    0.887     0.226      1.979      3.4
    5.739452   -69.933456     0.142    0.062   0.074      1.028    0.886     0.149      0.756      3.4
    0.899016   -73.752960     0.038    0.036   0.037      0.903    0.865     0.042      0.129      3.4
    5.314079   -69.694191     0.078    0.078   0.085      0.965    0.887     0.088      2.255      3.4
    5.245972   -70.009155     0.101    0.059   0.043      0.988    0.887     0.113      0.348      3.4
    5.639130   -71.397018     0.126    0.044   0.045      1.011    0.885     0.131      0.328      3.4
    5.395203   -70.610634     0.130    0.054   0.061      1.017    0.887     0.133      0.327      3.4
    5.384688   -71.559494     0.126    0.054   0.064      1.011    0.885     0.121      0.520      3.4
    5.380755   -71.931145     0.078    0.046   0.039      0.962    0.884     0.094      0.180      3.4
    5.434895   -68.845802     0.166    0.077   0.088      1.054    0.888     0.177      2.137      3.4
    5.508876   -71.213753     0.109    0.047   0.061      0.995    0.886     0.111      1.034      3.4
    0.997858   -72.493576     0.076    0.054   0.057      0.947    0.871     0.079      0.340      3.4
    5.460292   -68.401497     0.106    0.057   0.068      0.993    0.887     0.087      0.599      3.4
    5.791641   -71.494194     0.148    0.061   0.070      1.032    0.884     0.159      0.207      3.4
    5.179468   -67.529396     0.099    0.050   0.037      0.983    0.884     0.109      0.289      3.4
    5.637395   -71.436470     0.126    0.045   0.047      1.011    0.885     0.128      0.309      3.4
    4.971179   -67.328735     0.104    0.065   0.072      0.986    0.882     0.109      0.238      3.4
    5.807623   -70.669746     0.134    0.062   0.059      1.020    0.885     0.138      0.365      3.4
    0.826699   -72.112808     0.031    0.033   0.034      0.898    0.867     0.032      0.105      3.4
    5.541830   -68.097687     0.158    0.071   0.076      1.044    0.886     0.161      0.732      3.4
    5.545372   -67.582634     0.140    0.096   0.129      1.025    0.885     0.121      1.602      3.4
    5.138274   -68.884399     0.126    0.063   0.081      1.011    0.885     0.120      1.219      3.4
    5.760621   -70.588333     0.194    0.095   0.125      1.080    0.886     0.162      0.779      3.4
    0.915186   -72.078064     0.027    0.036   0.035      0.895    0.868     0.029      0.191      3.4
    0.807054   -72.434547     0.046    0.050   0.045      0.916    0.871     0.055      0.229      3.4
    0.738298   -73.948586     0.054    0.038   0.031      0.918    0.864     0.056      0.114      3.4
    5.230123   -69.665009     0.094    0.069   0.081      0.980    0.887     0.091      0.970      3.4
    0.691828   -72.839592     0.050    0.049   0.044      0.919    0.869     0.056      0.114      3.4
    5.008056   -66.890335     0.044    0.049   0.049      0.926    0.882     0.056      0.171      3.4
    5.634486   -69.743111     0.311    0.110   0.145      1.199    0.888     0.295      3.722      3.4
    0.773201   -73.030235     0.081    0.064   0.065      0.954    0.873     0.082      0.813      3.4
    0.854828   -72.028358     0.086    0.047   0.045      0.953    0.867     0.091      0.179      3.4
    5.238983   -70.188622     0.298    0.154   0.228      1.184    0.886     0.175      0.621      3.4
    0.800306   -73.500343     0.051    0.054   0.065      0.921    0.869     0.055      0.383      3.4
    5.812263   -70.162865     0.175    0.090   0.128      1.061    0.886     0.146      1.252      3.4
    5.881838   -69.729683     0.079    0.059   0.067      0.964    0.885     0.078      0.202      3.4
    1.082290   -72.426865     0.082    0.039   0.046      0.949    0.867     0.079      0.204      3.4
    0.806333   -72.292213     0.059    0.047   0.035      0.928    0.869     0.066      0.183      3.4
    5.143359   -69.984726     0.100    0.052   0.054      0.985    0.886     0.099      0.406      3.4
    0.650645   -72.701752     0.049    0.040   0.042      0.914    0.866     0.053      0.068      3.4
    5.173848   -68.949883     0.116    0.083   0.107      1.002    0.886     0.100      2.560      3.4
    5.418009   -69.491196     0.074    0.058   0.054      0.962    0.889     0.081      0.671      3.4
    5.151166   -68.309303     0.110    0.054   0.066      0.994    0.885     0.118      0.670      3.4
    1.111189   -72.872437     0.068    0.032   0.032      0.933    0.865     0.066      0.164      3.4
    0.942766   -73.840057     0.047    0.042   0.038      0.910    0.863     0.055      0.089      3.4
    5.034355   -68.140213     0.115    0.052   0.063      0.999    0.884     0.126      0.451      3.4
    4.968088   -68.802658     0.125    0.043   0.059      1.008    0.883     0.122      0.702      3.4
    4.964216   -70.620995     0.108    0.034   0.024      0.991    0.883     0.122      0.128      3.4
    5.448462   -70.723137     0.082    0.044   0.043      0.969    0.887     0.082      0.302      3.4
    5.785269   -71.550308     0.161    0.060   0.057      1.045    0.884     0.167      0.211      3.4
    0.873017   -73.609718     0.053    0.043   0.038      0.920    0.867     0.061      0.267      3.4
    5.692874   -71.674873     0.116    0.042   0.039      1.000    0.884     0.126      0.202      3.4
    5.301485   -69.210167     0.079    0.083   0.094      0.966    0.887     0.089      3.089      3.4
    5.594586   -68.083176     0.177    0.064   0.081      1.063    0.886     0.188      0.651      3.4
    5.196953   -71.033867     0.122    0.053   0.049      1.007    0.885     0.131      0.339      3.4
    5.655593   -71.721924     0.169    0.034   0.036      1.054    0.884     0.167      0.224      3.4
    4.980266   -69.523697     0.148    0.040   0.049      1.031    0.884     0.150      0.552      3.4
    5.493148   -70.425819     0.077    0.049   0.053      0.965    0.887     0.082      0.275      3.4
    5.525944   -72.270035     0.095    0.050   0.064      0.978    0.884     0.091      0.114      3.4
    5.092589   -67.958183     0.081    0.063   0.068      0.965    0.884     0.084      0.534      3.4
    5.321746   -67.363869     0.097    0.048   0.044      0.981    0.885     0.100      0.245      3.4
    5.799529   -69.579285     0.235    0.096   0.115      1.121    0.886     0.243      1.290      3.4
    0.942819   -73.737343     0.045    0.046   0.046      0.909    0.864     0.047      0.099      3.4
    5.031270   -67.614113     0.096    0.069   0.063      0.979    0.883     0.104      0.276      3.4
    5.137979   -68.026878     0.085    0.058   0.056      0.969    0.884     0.091      0.348      3.4
    0.957609   -73.025726     0.047    0.062   0.051      0.919    0.872     0.058      0.230      3.4
    4.963891   -68.750137     0.130    0.055   0.066      1.014    0.883     0.136      0.806      3.4
    5.698582   -68.906052     0.313    0.125   0.156      1.200    0.887     0.294      2.941      3.4
    5.518165   -72.593155     0.105    0.052   0.051      0.988    0.883     0.103      0.123      3.4
    4.785917   -69.691811     0.177    0.043   0.056      1.058    0.882     0.165      0.250      3.4
    4.885683   -67.412514     0.086    0.052   0.067      0.967    0.881     0.087      0.209      3.4
    5.731568   -69.166336     0.203    0.082   0.101      1.090    0.886     0.193      1.442      3.4
    0.889855   -73.104866     0.030    0.078   0.075      0.903    0.873     0.049      0.436      3.4
    5.322762   -68.758949     0.131    0.065   0.070      1.018    0.887     0.139      0.806      3.4
    0.694363   -73.670349     0.038    0.035   0.034      0.904    0.866     0.038      0.098      3.4
    5.098398   -68.765518     0.085    0.059   0.055      0.969    0.885     0.090      0.312      3.4
    5.320761   -68.017036     0.122    0.056   0.060      1.008    0.886     0.127      0.549      3.4
    4.924723   -67.505318     0.111    0.052   0.056      0.993    0.882     0.118      0.150      3.4
    4.974959   -69.317261     0.197    0.074   0.070      1.081    0.884     0.199      0.610      3.4
    5.102582   -67.741745     0.085    0.054   0.064      0.968    0.884     0.084      0.292      3.4
    5.434677   -68.615356     0.161    0.103   0.150      1.048    0.887     0.137      1.384      3.4
    5.628893   -67.587700     0.209    0.093   0.131      1.094    0.885     0.197      0.849      3.4
    5.339699   -69.817497     0.097    0.069   0.083      0.984    0.888     0.103      1.094      3.4
    5.452252   -70.248360     0.095    0.062   0.064      0.982    0.888     0.096      0.518      3.4
    0.961956   -72.116516     0.035    0.052   0.055      0.904    0.869     0.037      0.576      3.4
    5.075492   -70.054955     0.113    0.062   0.090      0.998    0.885     0.126      0.845      3.4
    5.475981   -68.715942     0.126    0.052   0.052      1.013    0.888     0.130      0.300      3.4
    5.570685   -68.031853     0.160    0.078   0.096      1.046    0.886     0.157      0.663      3.4
    5.137258   -67.424995     0.087    0.062   0.060      0.971    0.883     0.093      0.214      3.4
    0.781394   -73.513489     0.100    0.081   0.107      0.969    0.869     0.101      0.464      3.4
    5.043794   -68.808212     0.095    0.059   0.057      0.979    0.884     0.101      0.298      3.4
    5.620196   -71.625168     0.120    0.056   0.056      1.005    0.885     0.126      0.277      3.4
    5.248431   -67.360748     0.151    0.062   0.067      1.035    0.884     0.160      0.667      3.4
    5.181104   -70.944519     0.097    0.050   0.061      0.981    0.885     0.106      0.252      3.4
    5.636171   -67.968903     0.092    0.055   0.060      0.978    0.886     0.081      0.399      3.4
    0.697400   -74.216522     0.044    0.034   0.030      0.905    0.861     0.053      0.063      3.4
    4.951601   -67.502045     0.113    0.056   0.046      0.995    0.882     0.124      0.198      3.4
    4.929557   -68.456833     0.162    0.081   0.119      1.045    0.883     0.132      0.930      3.4
    5.856559   -69.648392     0.135    0.061   0.056      1.020    0.885     0.138      0.319      3.4
    5.392280   -70.816010     0.096    0.051   0.048      0.982    0.886     0.100      0.218      3.4
    5.565297   -69.228043     0.216    0.080   0.096      1.104    0.888     0.218      0.712      3.4
